Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Bowler,Start Date
7.0,7,7,2,8.28,29.0,21.0,Australia,Bridgetown,06/26/2016,Shannon Gabriel,2016
8.0,8,8,1,6.62,53.0,48.0,Pakistan,Sharjah,09/30/2016,Shannon Gabriel,2016
5.0,5,5,0,7.40,0.0,0.0,Pakistan,Abu Dhabi,10/05/2016,Shannon Gabriel,2016
8.1,8,8,3,3.79,10.33,16.3,Sri Lanka,Harare,11/16/2016,Shannon Gabriel,2016
10.0,10,10,2,4.50,22.5,30.0,Zimbabwe,Bulawayo,11/19/2016,Shannon Gabriel,2016
5.0,5,5,1,5.80,29.0,30.0,Sri Lanka,Bulawayo,11/23/2016,Shannon Gabriel,2016
10.0,10,10,2,5.80,29.0,30.0,England,North Sound,03/03/2017,Shannon Gabriel,2017
3.0,3,3,1,5.66,17.0,18.0,England,North Sound,03/05/2017,Shannon Gabriel,2017
10.0,10,10,0,6.90,0.0,0.0,Pakistan,Providence,04/07/2017,Shannon Gabriel,2017
10.0,10,10,2,5.00,25.0,30.0,Pakistan,Providence,04/09/2017,Shannon Gabriel,2017
10.0,10,10,2,6.00,30.0,30.0,Pakistan,Providence,04/11/2017,Shannon Gabriel,2017
8.0,8,8,1,2.62,21.0,48.0,Afghanistan,Gros Islet,06/09/2017,Shannon Gabriel,2017
7.4,7,7,2,3.26,12.5,23.0,Afghanistan,Gros Islet,06/11/2017,Shannon Gabriel,2017
10.0,10,10,0,5.70,0.0,0.0,New Zealand,Whangarei,12/20/2017,Shannon Gabriel,2017
10.0,10,10,0,7.50,0.0,0.0,New Zealand,Christchurch,12/23/2017,Shannon Gabriel,2017
4.0,4,4,0,9.25,0.0,0.0,New Zealand,Christchurch,12/26/2017,Shannon Gabriel,2017
8.0,8,8,3,5.50,14.66,16.0,Ireland,Dublin,05/05/2019,Shannon Gabriel,2019
10.0,10,10,1,5.80,58.0,60.0,Bangladesh,Dublin,05/07/2019,Shannon Gabriel,2019
10.0,10,10,2,4.70,23.5,30.0,Ireland,Dublin (Malahide),05/11/2019,Shannon Gabriel,2019
3.0,3,3,2,10.00,15.0,9.0,Bangladesh,Dublin (Malahide),05/17/2019,Shannon Gabriel,2019
10.0,10,10,0,5.20,0.0,0.0,India,Pune,10/27/2018,Fabian Allen,2018
8.0,8,8,0,6.50,0.0,0.0,India,Mumbai (BS),10/29/2018,Fabian Allen,2018
1.0,1,1,0,5.00,0.0,0.0,India,Thiruvananthapuram,11/01/2018,Fabian Allen,2018
4.0,4,4,0,5.50,0.0,0.0,Bangladesh,Sylhet,12/14/2018,Fabian Allen,2018
3.0,3,3,0,6.33,0.0,0.0,Ireland,Dublin (Malahide),05/11/2019,Fabian Allen,2019
3.0,3,3,0,3.66,0.0,0.0,Bangladesh,Dublin (Malahide),05/13/2019,Fabian Allen,2019
4.0,4,4,1,9.25,37.0,24.0,Bangladesh,Dublin (Malahide),05/17/2019,Fabian Allen,2019
6.0,6,6,2,6.50,19.5,18.0,South Africa,Port Elizabeth,01/25/2015,Sheldon Cottrell,2015
7.0,7,7,0,9.71,0.0,0.0,South Africa,Centurion,01/28/2015,Sheldon Cottrell,2015
10.0,10,10,3,6.20,20.66,20.0,New Zealand,Christchurch,12/23/2017,Sheldon Cottrell,2017
6.0,6,6,2,3.16,9.5,18.0,New Zealand,Christchurch,12/26/2017,Sheldon Cottrell,2017
4.4,4,4,0,4.71,0.0,0.0,U.A.E.,Harare,03/06/2018,Sheldon Cottrell,2018
9.0,9,9,1,6.55,59.0,54.0,Bangladesh,Basseterre,07/28/2018,Sheldon Cottrell,2018
9.0,9,9,5,5.11,9.2,10.8,England,Bridgetown,02/22/2019,Sheldon Cottrell,2019
9.0,9,9,1,7.11,64.0,54.0,England,St George's,02/27/2019,Sheldon Cottrell,2019
4.0,4,4,1,5.75,23.0,24.0,England,Gros Islet,03/02/2019,Sheldon Cottrell,2019
6.0,6,6,1,5.50,33.0,36.0,Ireland,Dublin,05/05/2019,Sheldon Cottrell,2019
7.0,7,7,0,6.71,0.0,0.0,Bangladesh,Dublin,05/07/2019,Sheldon Cottrell,2019
10.0,10,10,1,6.70,67.0,60.0,Ireland,Dublin (Malahide),05/11/2019,Sheldon Cottrell,2019
9.2,9,9,0,4.07,0.0,0.0,Bangladesh,Dublin (Malahide),05/13/2019,Sheldon Cottrell,2019
5.0,5,5,0,6.20,0.0,0.0,South Africa,East London,01/21/2015,Carlos Brathwaite,2015
10.0,10,10,0,3.90,0.0,0.0,South Africa,Port Elizabeth,01/25/2015,Carlos Brathwaite,2015
9.0,9,9,0,5.11,0.0,0.0,South Africa,Centurion,01/28/2015,Carlos Brathwaite,2015
5.0,5,5,2,7.00,17.5,15.0,Sri Lanka,Colombo (RPS),11/01/2015,Carlos Brathwaite,2015
4.0,4,4,0,8.75,0.0,0.0,Sri Lanka,Colombo (RPS),11/04/2015,Carlos Brathwaite,2015
7.0,7,7,1,5.71,40.0,42.0,Sri Lanka,Pallekele,11/07/2015,Carlos Brathwaite,2015
8.0,8,8,2,4.37,17.5,24.0,South Africa,Providence,06/03/2016,Carlos Brathwaite,2016
3.0,3,3,0,4.66,0.0,0.0,Australia,Providence,06/05/2016,Carlos Brathwaite,2016
10.0,10,10,2,6.00,30.0,30.0,Australia,Basseterre,06/13/2016,Carlos Brathwaite,2016
10.0,10,10,1,6.90,69.0,60.0,South Africa,Basseterre,06/15/2016,Carlos Brathwaite,2016
9.0,9,9,1,6.88,62.0,54.0,Australia,Bridgetown,06/21/2016,Carlos Brathwaite,2016
10.0,10,10,2,3.90,19.5,30.0,South Africa,Bridgetown,06/24/2016,Carlos Brathwaite,2016
8.0,8,8,1,4.00,32.0,48.0,Australia,Bridgetown,06/26/2016,Carlos Brathwaite,2016
10.0,10,10,3,5.40,18.0,20.0,Pakistan,Sharjah,09/30/2016,Carlos Brathwaite,2016
8.0,8,8,0,7.50,0.0,0.0,Pakistan,Sharjah,10/02/2016,Carlos Brathwaite,2016
9.0,9,9,1,3.77,34.0,54.0,Sri Lanka,Harare,11/16/2016,Carlos Brathwaite,2016
10.0,10,10,4,4.80,12.0,15.0,Zimbabwe,Bulawayo,11/19/2016,Carlos Brathwaite,2016
7.0,7,7,1,9.14,64.0,42.0,Sri Lanka,Bulawayo,11/23/2016,Carlos Brathwaite,2016
8.0,8,8,0,6.50,0.0,0.0,Zimbabwe,Bulawayo,11/25/2016,Carlos Brathwaite,2016
10.0,10,10,0,5.40,0.0,0.0,England,North Sound,03/03/2017,Carlos Brathwaite,2017
4.0,4,4,0,9.50,0.0,0.0,England,North Sound,03/05/2017,Carlos Brathwaite,2017
10.0,10,10,0,5.60,0.0,0.0,England,Bridgetown,03/09/2017,Carlos Brathwaite,2017
10.0,10,10,5,2.70,5.4,12.0,P.N.G.,Harare,03/08/2018,Carlos Brathwaite,2018
8.0,8,8,0,4.50,0.0,0.0,Ireland,Harare,03/10/2018,Carlos Brathwaite,2018
9.0,9,9,0,4.33,0.0,0.0,Afghanistan,Harare,03/15/2018,Carlos Brathwaite,2018
7.0,7,7,0,3.85,0.0,0.0,Scotland,Harare,03/21/2018,Carlos Brathwaite,2018
6.0,6,6,0,6.16,0.0,0.0,Afghanistan,Harare,03/25/2018,Carlos Brathwaite,2018
9.0,9,9,0,7.33,0.0,0.0,England,Bridgetown,02/20/2019,Carlos Brathwaite,2019
5.4,5,5,1,6.52,37.0,34.0,England,Bridgetown,02/22/2019,Carlos Brathwaite,2019
10.0,10,10,2,6.90,34.5,30.0,England,St George's,02/27/2019,Carlos Brathwaite,2019
8.0,8,8,2,2.12,8.5,24.0,England,Gros Islet,03/02/2019,Carlos Brathwaite,2019
6.0,6,6,0,6.16,0.0,0.0,India,Toronto,09/11/1999,Chris Gayle ,1999
4.5,4,4,2,3.72,9.0,14.5,India,Toronto,09/12/1999,Chris Gayle ,1999
10.0,10,10,1,4.10,41.0,60.0,Pakistan,Toronto,09/18/1999,Chris Gayle ,1999
9.0,9,9,0,3.44,0.0,0.0,Pakistan,Toronto,09/19/1999,Chris Gayle ,1999
3.0,3,3,0,1.66,0.0,0.0,Sri Lanka,Sharjah,10/17/1999,Chris Gayle ,1999
9.0,9,9,0,6.11,0.0,0.0,Pakistan,Sharjah,10/19/1999,Chris Gayle ,1999
3.0,3,3,0,5.33,0.0,0.0,Zimbabwe,Kingston,04/01/2000,Chris Gayle ,2000
4.3,4,4,1,4.22,19.0,27.0,Pakistan,Kingstown,04/12/2000,Chris Gayle ,2000
4.0,4,4,0,5.75,0.0,0.0,Pakistan,St George's,04/16/2000,Chris Gayle ,2000
6.0,6,6,1,4.33,26.0,36.0,Pakistan,Bridgetown,04/19/2000,Chris Gayle ,2000
10.0,10,10,2,2.80,14.0,30.0,Pakistan,Port of Spain,04/22/2000,Chris Gayle ,2000
2.0,2,2,0,1.00,0.0,0.0,Pakistan,Port of Spain,04/23/2000,Chris Gayle ,2000
8.0,8,8,0,4.37,0.0,0.0,Zimbabwe,Bristol,07/06/2000,Chris Gayle ,2000
10.0,10,10,2,2.80,14.0,30.0,England,Lord's,07/09/2000,Chris Gayle ,2000
10.0,10,10,1,4.20,42.0,60.0,Zimbabwe,Canterbury,07/11/2000,Chris Gayle ,2000
8.0,8,8,0,4.25,0.0,0.0,England,Chester-le-Street,07/15/2000,Chris Gayle ,2000
4.0,4,4,0,6.75,0.0,0.0,Zimbabwe,Chester-le-Street,07/16/2000,Chris Gayle ,2000
6.5,6,6,2,3.07,10.5,20.5,England,Nottingham,07/20/2000,Chris Gayle ,2000
2.0,2,2,0,7.50,0.0,0.0,South Africa,St John's,05/02/2001,Chris Gayle ,2001
5.0,5,5,1,6.40,32.0,30.0,South Africa,St George's,05/05/2001,Chris Gayle ,2001
10.0,10,10,0,3.80,0.0,0.0,South Africa,St George's,05/06/2001,Chris Gayle ,2001
3.0,3,3,0,6.33,0.0,0.0,South Africa,Bridgetown,05/09/2001,Chris Gayle ,2001
6.0,6,6,1,5.00,30.0,36.0,India,Harare,07/04/2001,Chris Gayle ,2001
9.0,9,9,2,6.00,27.0,27.0,India,Harare,07/07/2001,Chris Gayle ,2001
7.3,7,7,1,3.06,23.0,45.0,Kenya,Nairobi,08/15/2001,Chris Gayle ,2001
3.1,3,3,1,2.84,9.0,19.0,Kenya,Nairobi (Gym),08/18/2001,Chris Gayle ,2001
9.0,9,9,2,6.44,29.0,27.0,Kenya,Nairobi (Gym),08/19/2001,Chris Gayle ,2001
7.0,7,7,1,4.57,32.0,42.0,Sri Lanka,Colombo (RPS),12/11/2001,Chris Gayle ,2001
3.0,3,3,0,6.00,0.0,0.0,Sri Lanka,Kandy,12/15/2001,Chris Gayle ,2001
5.0,5,5,1,4.60,23.0,30.0,Zimbabwe,Kandy,12/16/2001,Chris Gayle ,2001
10.0,10,10,0,4.80,0.0,0.0,Sri Lanka,Colombo (RPS),12/19/2001,Chris Gayle ,2001
3.0,3,3,0,3.33,0.0,0.0,Pakistan,Sharjah,02/15/2002,Chris Gayle ,2002
4.2,4,4,4,4.38,4.75,6.5,Pakistan,Sharjah,02/17/2002,Chris Gayle ,2002
8.0,8,8,1,4.25,34.0,48.0,India,Bridgetown,05/29/2002,Chris Gayle ,2002
5.0,5,5,3,5.20,8.66,10.0,India,Port of Spain,06/02/2002,Chris Gayle ,2002
9.4,9,9,3,2.68,8.66,19.3,New Zealand,Kingston,06/05/2002,Chris Gayle ,2002
10.0,10,10,1,4.80,48.0,60.0,New Zealand,Gros Islet,06/08/2002,Chris Gayle ,2002
10.0,10,10,2,3.40,17.0,30.0,New Zealand,Gros Islet,06/09/2002,Chris Gayle ,2002
7.2,7,7,2,4.09,15.0,22.0,New Zealand,Port of Spain,06/12/2002,Chris Gayle ,2002
10.0,10,10,4,5.40,13.5,15.0,New Zealand,Kingstown,06/16/2002,Chris Gayle ,2002
3.0,3,3,0,7.00,0.0,0.0,South Africa,Colombo (SSC),09/13/2002,Chris Gayle ,2002
9.0,9,9,2,4.22,19.0,27.0,Kenya,Colombo (SSC),09/17/2002,Chris Gayle ,2002
2.0,2,2,0,8.00,0.0,0.0,India,Jamshedpur,11/06/2002,Chris Gayle ,2002
5.0,5,5,1,6.80,34.0,30.0,India,Nagpur,11/09/2002,Chris Gayle ,2002
1.0,1,1,0,18.00,0.0,0.0,India,Rajkot,11/12/2002,Chris Gayle ,2002
1.0,1,1,0,15.00,0.0,0.0,India,Ahmedabad,11/15/2002,Chris Gayle ,2002
8.0,8,8,0,5.50,0.0,0.0,India,Vadodara,11/18/2002,Chris Gayle ,2002
4.0,4,4,0,7.00,0.0,0.0,India,Jodhpur,11/21/2002,Chris Gayle ,2002
6.5,6,6,3,3.21,7.33,13.6,India,Vijayawada,11/24/2002,Chris Gayle ,2002
1.0,1,1,0,2.00,0.0,0.0,Bangladesh,Chittagong,11/29/2002,Chris Gayle ,2002
8.0,8,8,0,4.75,0.0,0.0,Bangladesh,Dhaka,12/02/2002,Chris Gayle ,2002
10.0,10,10,3,3.70,12.33,20.0,Bangladesh,Dhaka,12/03/2002,Chris Gayle ,2002
10.0,10,10,2,6.00,30.0,30.0,South Africa,Cape Town,02/09/2003,Chris Gayle ,2003
5.0,5,5,1,7.40,37.0,30.0,New Zealand,Port Elizabeth,02/13/2003,Chris Gayle ,2003
9.0,9,9,0,3.22,0.0,0.0,Canada,Centurion,02/23/2003,Chris Gayle ,2003
10.0,10,10,1,4.20,42.0,60.0,Sri Lanka,Cape Town,02/28/2003,Chris Gayle ,2003
9.0,9,9,1,4.66,42.0,54.0,Australia,Kingston,05/17/2003,Chris Gayle ,2003
6.0,6,6,0,4.66,0.0,0.0,Australia,Kingston,05/18/2003,Chris Gayle ,2003
10.0,10,10,1,5.00,50.0,60.0,Australia,Gros Islet,05/21/2003,Chris Gayle ,2003
10.0,10,10,0,5.20,0.0,0.0,Australia,Port of Spain,05/24/2003,Chris Gayle ,2003
10.0,10,10,1,4.40,44.0,60.0,Australia,Port of Spain,05/25/2003,Chris Gayle ,2003
10.0,10,10,3,3.70,12.33,20.0,Australia,St George's,05/30/2003,Chris Gayle ,2003
10.0,10,10,5,4.60,9.2,12.0,Australia,St George's,06/01/2003,Chris Gayle ,2003
2.0,2,2,0,8.00,0.0,0.0,Sri Lanka,Bridgetown,06/07/2003,Chris Gayle ,2003
5.0,5,5,0,8.00,0.0,0.0,Sri Lanka,Bridgetown,06/08/2003,Chris Gayle ,2003
6.0,6,6,1,4.83,29.0,36.0,Sri Lanka,Kingstown,06/11/2003,Chris Gayle ,2003
10.0,10,10,2,2.10,10.5,30.0,Zimbabwe,Bulawayo,11/22/2003,Chris Gayle ,2003
3.0,3,3,0,5.33,0.0,0.0,Zimbabwe,Bulawayo,11/23/2003,Chris Gayle ,2003
2.0,2,2,0,5.00,0.0,0.0,Zimbabwe,Harare,11/26/2003,Chris Gayle ,2003
7.0,7,7,1,2.42,17.0,42.0,Zimbabwe,Harare,11/29/2003,Chris Gayle ,2003
10.0,10,10,4,2.40,6.0,15.0,Zimbabwe,Harare,11/30/2003,Chris Gayle ,2003
9.0,9,9,0,5.11,0.0,0.0,South Africa,Cape Town,01/25/2004,Chris Gayle ,2004
6.0,6,6,1,4.00,24.0,36.0,South Africa,Port Elizabeth,01/28/2004,Chris Gayle ,2004
10.0,10,10,1,5.30,53.0,60.0,South Africa,Centurion,02/01/2004,Chris Gayle ,2004
9.4,9,9,1,6.31,61.0,58.0,South Africa,Johannesburg,02/04/2004,Chris Gayle ,2004
5.3,5,5,3,3.63,6.66,11.0,England,Georgetown,04/18/2004,Chris Gayle ,2004
9.0,9,9,1,3.66,33.0,54.0,England,Gros Islet,05/01/2004,Chris Gayle ,2004
10.0,10,10,2,3.90,19.5,30.0,England,Gros Islet,05/02/2004,Chris Gayle ,2004
8.0,8,8,1,3.50,28.0,48.0,England,Bridgetown,05/05/2004,Chris Gayle ,2004
7.0,7,7,0,4.28,0.0,0.0,Bangladesh,Kingstown,05/15/2004,Chris Gayle ,2004
5.0,5,5,0,5.20,0.0,0.0,Bangladesh,Kingstown,05/16/2004,Chris Gayle ,2004
1.0,1,1,0,7.00,0.0,0.0,New Zealand,Birmingham,06/26/2004,Chris Gayle ,2004
3.0,3,3,0,3.66,0.0,0.0,New Zealand,Cardiff,07/03/2004,Chris Gayle ,2004
10.0,10,10,3,5.70,19.0,20.0,England,Lord's,07/06/2004,Chris Gayle ,2004
10.0,10,10,1,4.80,48.0,60.0,New Zealand,Lord's,07/10/2004,Chris Gayle ,2004
4.3,4,4,2,2.66,6.0,13.5,Bangladesh,Southampton,09/15/2004,Chris Gayle ,2004
10.0,10,10,3,5.00,16.66,20.0,South Africa,The Oval,09/18/2004,Chris Gayle ,2004
1.2,1,1,1,8.25,11.0,8.0,Pakistan,Southampton,09/22/2004,Chris Gayle ,2004
9.4,9,9,1,5.37,52.0,58.0,England,The Oval,09/25/2004,Chris Gayle ,2004
1.5,1,1,0,8.72,0.0,0.0,Asia XI,Melbourne,01/10/2005,Chris Gayle ,2005
3.0,3,3,0,7.00,0.0,0.0,Australia,Melbourne,01/14/2005,Chris Gayle ,2005
4.0,4,4,0,8.75,0.0,0.0,Pakistan,Adelaide,01/28/2005,Chris Gayle ,2005
5.0,5,5,0,10.20,0.0,0.0,Pakistan,Perth,02/01/2005,Chris Gayle ,2005
7.0,7,7,0,4.71,0.0,0.0,South Africa,Kingston,05/07/2005,Chris Gayle ,2005
2.0,2,2,0,9.50,0.0,0.0,South Africa,Bridgetown,05/11/2005,Chris Gayle ,2005
5.0,5,5,1,6.20,31.0,30.0,South Africa,Port of Spain,05/14/2005,Chris Gayle ,2005
3.0,3,3,0,8.00,0.0,0.0,South Africa,Port of Spain,05/15/2005,Chris Gayle ,2005
10.0,10,10,3,4.80,16.0,20.0,Pakistan,Kingstown,05/18/2005,Chris Gayle ,2005
10.0,10,10,1,5.00,50.0,60.0,Pakistan,Gros Islet,05/21/2005,Chris Gayle ,2005
10.0,10,10,0,5.40,0.0,0.0,Pakistan,Gros Islet,05/22/2005,Chris Gayle ,2005
6.0,6,6,0,7.00,0.0,0.0,Australia,Melbourne (Docklands),10/09/2005,Chris Gayle ,2005
10.0,10,10,2,4.20,21.0,30.0,New Zealand,Wellington,02/18/2006,Chris Gayle ,2006
8.0,8,8,0,4.75,0.0,0.0,New Zealand,Queenstown,02/22/2006,Chris Gayle ,2006
9.0,9,9,1,7.77,70.0,54.0,New Zealand,Christchurch,02/25/2006,Chris Gayle ,2006
10.0,10,10,3,5.00,16.66,20.0,New Zealand,Napier,03/01/2006,Chris Gayle ,2006
10.0,10,10,0,3.60,0.0,0.0,New Zealand,Auckland,03/04/2006,Chris Gayle ,2006
7.0,7,7,2,4.28,15.0,21.0,Zimbabwe,St John's,04/29/2006,Chris Gayle ,2006
9.2,9,9,2,2.25,10.5,28.0,Zimbabwe,St John's,04/30/2006,Chris Gayle ,2006
8.0,8,8,1,3.00,24.0,48.0,Zimbabwe,Gros Islet,05/10/2006,Chris Gayle ,2006
2.1,2,2,0,6.46,0.0,0.0,Zimbabwe,Port of Spain,05/13/2006,Chris Gayle ,2006
10.0,10,10,1,1.70,17.0,60.0,Zimbabwe,Port of Spain,05/14/2006,Chris Gayle ,2006
3.0,3,3,0,5.33,0.0,0.0,India,Kingston,05/18/2006,Chris Gayle ,2006
10.0,10,10,1,3.30,33.0,60.0,India,Kingston,05/20/2006,Chris Gayle ,2006
10.0,10,10,0,3.50,0.0,0.0,India,Basseterre,05/23/2006,Chris Gayle ,2006
6.0,6,6,0,4.66,0.0,0.0,India,Port of Spain,05/26/2006,Chris Gayle ,2006
10.0,10,10,1,4.40,44.0,60.0,India,Port of Spain,05/28/2006,Chris Gayle ,2006
8.0,8,8,0,4.62,0.0,0.0,Australia,Kuala Lumpur,09/12/2006,Chris Gayle ,2006
10.0,10,10,1,4.60,46.0,60.0,India,Kuala Lumpur,09/14/2006,Chris Gayle ,2006
7.0,7,7,0,6.57,0.0,0.0,Australia,Kuala Lumpur,09/18/2006,Chris Gayle ,2006
5.3,5,5,2,2.36,6.5,16.5,India,Kuala Lumpur,09/20/2006,Chris Gayle ,2006
9.0,9,9,1,5.11,46.0,54.0,Australia,Kuala Lumpur,09/24/2006,Chris Gayle ,2006
3.1,3,3,3,0.94,1.0,6.3,Zimbabwe,Ahmedabad,10/08/2006,Chris Gayle ,2006
8.0,8,8,1,3.12,25.0,48.0,Bangladesh,Jaipur,10/11/2006,Chris Gayle ,2006
10.0,10,10,1,3.90,39.0,60.0,Australia,Mumbai (BS),10/18/2006,Chris Gayle ,2006
4.0,4,4,0,8.50,0.0,0.0,India,Ahmedabad,10/26/2006,Chris Gayle ,2006
10.0,10,10,3,3.10,10.33,20.0,England,Ahmedabad,10/28/2006,Chris Gayle ,2006
10.0,10,10,0,4.80,0.0,0.0,South Africa,Jaipur,11/02/2006,Chris Gayle ,2006
1.0,1,1,0,5.00,0.0,0.0,Australia,Mumbai (BS),11/05/2006,Chris Gayle ,2006
8.0,8,8,0,3.25,0.0,0.0,Pakistan,Faisalabad,12/07/2006,Chris Gayle ,2006
6.0,6,6,2,5.33,16.0,18.0,Pakistan,Lahore,12/10/2006,Chris Gayle ,2006
8.0,8,8,1,5.12,41.0,48.0,Pakistan,Karachi,12/16/2006,Chris Gayle ,2006
9.0,9,9,2,5.66,25.5,27.0,India,Nagpur,01/21/2007,Chris Gayle ,2007
1.0,1,1,0,13.00,0.0,0.0,India,Cuttack,01/24/2007,Chris Gayle ,2007
10.0,10,10,2,5.70,28.5,30.0,India,Chennai,01/27/2007,Chris Gayle ,2007
8.0,8,8,1,4.25,34.0,48.0,India,Vadodara,01/31/2007,Chris Gayle ,2007
10.0,10,10,0,3.20,0.0,0.0,Zimbabwe,Kingston,03/19/2007,Chris Gayle ,2007
10.0,10,10,2,2.30,11.5,30.0,Ireland,Kingston,03/23/2007,Chris Gayle ,2007
4.0,4,4,0,7.25,0.0,0.0,Australia,North Sound,03/27/2007,Chris Gayle ,2007
6.2,6,6,0,5.52,0.0,0.0,New Zealand,North Sound,03/29/2007,Chris Gayle ,2007
9.0,9,9,0,6.66,0.0,0.0,Sri Lanka,Providence,04/01/2007,Chris Gayle ,2007
6.0,6,6,1,7.00,42.0,36.0,South Africa,St George's,04/10/2007,Chris Gayle ,2007
8.5,8,8,2,3.16,14.0,26.5,Bangladesh,Bridgetown,04/19/2007,Chris Gayle ,2007
5.0,5,5,0,6.40,0.0,0.0,England,Bridgetown,04/21/2007,Chris Gayle ,2007
2.0,2,2,0,5.50,0.0,0.0,England,Nottingham,07/07/2007,Chris Gayle ,2007
2.0,2,2,1,6.50,13.0,12.0,Scotland,Dublin,07/12/2007,Chris Gayle ,2007
6.0,6,6,2,5.83,17.5,18.0,Zimbabwe,Harare,11/30/2007,Chris Gayle ,2007
1.0,1,1,0,6.00,0.0,0.0,Sri Lanka,Port of Spain,04/10/2008,Chris Gayle ,2008
1.3,1,1,2,4.00,3.0,4.5,Sri Lanka,Port of Spain,04/12/2008,Chris Gayle ,2008
10.0,10,10,2,4.10,20.5,30.0,Sri Lanka,Gros Islet,04/15/2008,Chris Gayle ,2008
10.0,10,10,1,5.50,55.0,60.0,Australia,Kingstown,06/24/2008,Chris Gayle ,2008
3.0,3,3,0,5.33,0.0,0.0,Australia,St George's,06/27/2008,Chris Gayle ,2008
5.0,5,5,1,5.20,26.0,30.0,Australia,St George's,06/29/2008,Chris Gayle ,2008
6.0,6,6,1,4.16,25.0,36.0,Australia,Basseterre,07/04/2008,Chris Gayle ,2008
2.0,2,2,0,16.50,0.0,0.0,Australia,Basseterre,07/06/2008,Chris Gayle ,2008
2.0,2,2,0,6.50,0.0,0.0,Canada,King City (NW),08/22/2008,Chris Gayle ,2008
6.0,6,6,0,5.50,0.0,0.0,Pakistan,Abu Dhabi,11/12/2008,Chris Gayle ,2008
10.0,10,10,0,4.40,0.0,0.0,Pakistan,Abu Dhabi,11/14/2008,Chris Gayle ,2008
10.0,10,10,1,5.00,50.0,60.0,Pakistan,Abu Dhabi,11/16/2008,Chris Gayle ,2008
3.0,3,3,1,9.33,28.0,18.0,New Zealand,Christchurch,01/03/2009,Chris Gayle ,2009
0.3,0,0,0,22.00,0.0,0.0,New Zealand,Wellington,01/07/2009,Chris Gayle ,2009
4.0,4,4,0,7.25,0.0,0.0,New Zealand,Auckland,01/10/2009,Chris Gayle ,2009
3.0,3,3,0,4.66,0.0,0.0,England,Providence,03/20/2009,Chris Gayle ,2009
1.0,1,1,0,5.00,0.0,0.0,England,Providence,03/22/2009,Chris Gayle ,2009
1.0,1,1,0,3.00,0.0,0.0,England,Gros Islet,04/03/2009,Chris Gayle ,2009
5.0,5,5,0,6.20,0.0,0.0,England,Birmingham,05/26/2009,Chris Gayle ,2009
3.0,3,3,0,9.33,0.0,0.0,India,Kingston,06/26/2009,Chris Gayle ,2009
3.0,3,3,0,4.33,0.0,0.0,India,Kingston,06/28/2009,Chris Gayle ,2009
2.0,2,2,0,5.50,0.0,0.0,India,Gros Islet,07/03/2009,Chris Gayle ,2009
6.0,6,6,1,5.33,32.0,36.0,Australia,Melbourne,02/07/2010,Chris Gayle ,2010
1.0,1,1,0,7.00,0.0,0.0,Australia,Sydney,02/12/2010,Chris Gayle ,2010
1.0,1,1,0,9.00,0.0,0.0,Australia,Brisbane,02/14/2010,Chris Gayle ,2010
3.0,3,3,0,5.66,0.0,0.0,Australia,Melbourne,02/19/2010,Chris Gayle ,2010
10.0,10,10,1,2.50,25.0,60.0,Zimbabwe,Providence,03/06/2010,Chris Gayle ,2010
5.0,5,5,0,5.40,0.0,0.0,South Africa,North Sound,05/22/2010,Chris Gayle ,2010
7.1,7,7,0,5.72,0.0,0.0,South Africa,North Sound,05/24/2010,Chris Gayle ,2010
10.0,10,10,1,6.00,60.0,60.0,South Africa,Roseau,05/30/2010,Chris Gayle ,2010
10.0,10,10,2,3.80,19.0,30.0,South Africa,Port of Spain,06/03/2010,Chris Gayle ,2010
4.0,4,4,0,4.50,0.0,0.0,Sri Lanka,Colombo (SSC),02/03/2011,Chris Gayle ,2011
10.0,10,10,0,3.40,0.0,0.0,Sri Lanka,Colombo (SSC),02/06/2011,Chris Gayle ,2011
6.0,6,6,0,4.33,0.0,0.0,South Africa,Delhi,02/24/2011,Chris Gayle ,2011
10.0,10,10,1,3.60,36.0,60.0,Bangladesh,Dhaka,12/05/2012,Chris Gayle ,2012
5.0,5,5,0,7.20,0.0,0.0,Australia,Canberra,02/06/2013,Chris Gayle ,2013
1.0,1,1,0,11.00,0.0,0.0,India,The Oval,06/11/2013,Chris Gayle ,2013
4.0,4,4,1,4.75,19.0,24.0,Bangladesh,St George's,08/20/2014,Chris Gayle ,2014
8.0,8,8,0,7.25,0.0,0.0,Bangladesh,Basseterre,08/25/2014,Chris Gayle ,2014
0.4,0,0,0,7.50,0.0,0.0,South Africa,East London,01/21/2015,Chris Gayle ,2015
1.0,1,1,0,4.00,0.0,0.0,South Africa,Port Elizabeth,01/25/2015,Chris Gayle ,2015
8.0,8,8,1,5.12,41.0,48.0,Ireland,Nelson,02/16/2015,Chris Gayle ,2015
6.0,6,6,2,5.83,17.5,18.0,Zimbabwe,Canberra,02/24/2015,Chris Gayle ,2015
4.0,4,4,2,5.25,10.5,12.0,South Africa,Sydney,02/27/2015,Chris Gayle ,2015
2.0,2,2,0,7.00,0.0,0.0,Zimbabwe,Harare,03/19/2018,Chris Gayle ,2018
5.4,5,5,2,6.70,19.0,17.0,Afghanistan,Harare,03/25/2018,Chris Gayle ,2018
7.0,7,7,0,3.71,0.0,0.0,Bangladesh,Providence,07/25/2018,Chris Gayle ,2018
